datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,Profit
1/2/2011 2:00,Spring,0.0,0.0,Mist,17.0,100.0,19.0,1,8,9,51.42876712
1/2/2011 3:00,Spring,0.0,0.0,Mist,20.0,62.0,13.0,2,4,6,51.42876712
1/2/2011 4:00,Spring,0.0,,Mist,19.0,62.0,13.0,2,1,3,38.52876712
1/2/2011 6:00,Spring,0.0,0.0,Rainy,20.0,62.0,20.0,0,2,2,8.428767123
1/2/2011 7:00,Spring,0.0,0.0,Clear,16.0,62.0,13.0,0,1,1,4.128767123
1/2/2011 8:00,Spring,0.0,0.0,Rainy,16.0,71.0,15.0,0,8,8,34.22876712
1/2/2011 9:00,Spring,0.0,,Mist,16.0,76.0,13.0,1,19,20,98.72876712
1/2/2011 10:00,Spring,0.0,,Clear,15.0,81.0,15.0,7,46,53,318.0287671
1/2/2011 11:00,Spring,0.0,0.0,Clear,15.0,62.0,17.0,16,54,70,507.2287671
1/2/2011 12:00,Spring,0.0,0.0,Mist,15.0,66.0,13.0,20,73,93,657.7287671
1/2/2011 13:00,Spring,0.0,0.0,Mist,15.0,62.0,9.0,11,64,75,464.2287671
1/2/2011 14:00,Spring,0.0,0.0,Rainy,15.0,76.0,13.0,4,55,59,305.1287671
1/2/2011 15:00,Spring,0.0,0.0,Rainy,14.0,81.0,11.0,19,55,74,563.1287671
1/2/2011 16:00,Spring,0.0,0.0,Rainy,14.0,71.0,11.0,9,67,76,442.7287671
1/2/2011 17:00,Spring,0.0,0.0,Clear,14.0,57.0,13.0,7,58,65,369.6287671
1/2/2011 18:00,Spring,0.0,0.0,Clear,15.0,62.0,22.0,10,43,53,356.7287671
1/2/2011 19:00,Spring,0.0,0.0,Clear,13.0,42.0,13.0,1,29,30,141.7287671
1/2/2011 20:00,Spring,0.0,0.0,Clear,12.0,39.0,24.0,5,17,22,158.9287671
1/2/2011 21:00,Spring,0.0,0.0,Clear,11.0,44.0,22.0,11,20,31,275.0287671
1/2/2011 22:00,Spring,0.0,0.0,Clear,10.0,44.0,20.0,0,9,9,38.52876712
1/2/2011 23:00,Spring,0.0,,Clear,20.0,47.0,11.0,0,8,8,34.22876712
1/3/2011 0:00,Spring,0.0,1.0,Clear,20.0,44.0,24.0,0,5,5,21.32876712
1/3/2011 1:00,Spring,0.0,1.0,Clear,8.0,44.0,13.0,0,2,2,8.428767123
1/3/2011 4:00,Spring,0.0,,Clear,7.0,62.0,26.0,0,1,1,4.128767123
1/3/2011 5:00,Spring,0.0,1.0,Clear,7.0,47.0,13.0,0,3,3,12.72876712
1/3/2011 6:00,Spring,0.0,1.0,Clear,6.0,50.0,26.0,0,30,30,128.8287671
1/3/2011 7:00,Spring,0.0,1.0,Clear,6.0,62.0,13.0,1,63,64,287.9287671
1/3/2011 8:00,Spring,0.0,1.0,Clear,20.0,62.0,13.0,1,153,154,674.9287671
1/3/2011 9:00,Spring,0.0,1.0,Clear,7.0,43.0,13.0,7,81,88,468.5287671
1/3/2011 10:00,Spring,0.0,1.0,Clear,7.0,43.0,13.0,11,33,44,330.9287671
1/3/2011 11:00,Spring,,1.0,Clear,8.0,62.0,13.0,10,41,51,348.1287671
1/3/2011 12:00,Spring,0.0,1.0,Clear,20.0,62.0,20.0,13,48,61,429.8287671
1/3/2011 13:00,Spring,0.0,1.0,Clear,10.0,35.0,13.0,8,53,61,365.3287671
1/3/2011 14:00,Spring,0.0,1.0,Clear,11.0,30.0,19.0,11,66,77,472.8287671
1/3/2011 15:00,Spring,0.0,1.0,Clear,20.0,30.0,17.0,14,58,72,490.0287671
1/3/2011 16:00,Spring,0.0,1.0,Clear,11.0,62.0,13.0,9,67,76,442.7287671
1/3/2011 17:00,Spring,0.0,1.0,Clear,10.0,30.0,15.0,11,146,157,816.8287671
1/3/2011 18:00,Spring,0.0,1.0,Clear,10.0,62.0,7.0,9,148,157,791.0287671
1/3/2011 19:00,Spring,,1.0,Clear,8.0,47.0,0.0,8,102,110,576.0287671
1/3/2011 20:00,Spring,0.0,1.0,Clear,8.0,62.0,7.0,3,49,52,262.1287671
1/3/2011 21:00,Spring,0.0,1.0,Clear,20.0,62.0,9.0,3,49,52,262.1287671
1/3/2011 22:00,Spring,0.0,1.0,Clear,6.0,69.0,13.0,0,20,20,85.82876712
1/3/2011 23:00,Spring,0.0,1.0,Clear,7.0,55.0,13.0,1,11,12,64.32876712
1/4/2011 0:00,Spring,0.0,1.0,Clear,7.0,62.0,7.0,0,5,5,21.32876712
1/4/2011 1:00,Spring,0.0,,Clear,7.0,59.0,7.0,0,2,2,8.428767123
1/4/2011 2:00,Spring,0.0,1.0,Clear,6.0,63.0,9.0,0,1,1,4.128767123
1/4/2011 4:00,Spring,0.0,1.0,Clear,20.0,63.0,13.0,0,2,2,8.428767123
1/4/2011 5:00,Spring,0.0,1.0,Clear,20.0,68.0,7.0,0,4,4,17.02876712
1/4/2011 6:00,Spring,,1.0,Clear,5.0,74.0,13.0,0,36,36,154.6287671
1/4/2011 7:00,Spring,0.0,,Clear,5.0,62.0,9.0,2,92,94,429.8287671
1/4/2011 8:00,Spring,0.0,,Clear,6.0,69.0,13.0,2,177,179,795.3287671
1/4/2011 9:00,Spring,0.0,1.0,Clear,7.0,64.0,15.0,2,98,100,455.6287671
1/4/2011 10:00,Spring,0.0,1.0,Mist,7.0,69.0,13.0,5,37,42,244.9287671
1/4/2011 11:00,Spring,0.0,1.0,Clear,9.0,51.0,20.0,7,50,57,335.2287671
1/4/2011 12:00,Spring,0.0,,Clear,20.0,51.0,11.0,12,66,78,490.0287671
1/4/2011 13:00,Spring,,1.0,Clear,10.0,56.0,13.0,18,79,97,649.1287671
1/4/2011 14:00,Spring,0.0,1.0,Clear,11.0,52.0,15.0,9,54,63,386.8287671
1/4/2011 15:00,Spring,0.0,1.0,Clear,11.0,52.0,17.0,17,48,65,498.6287671
1/4/2011 16:00,Spring,0.0,1.0,Clear,12.0,62.0,13.0,15,68,83,550.2287671
1/4/2011 17:00,Spring,0.0,1.0,Clear,11.0,48.0,15.0,10,202,212,1040.428767
1/4/2011 18:00,Spring,0.0,,Clear,11.0,48.0,13.0,3,179,182,821.1287671
1/4/2011 19:00,Spring,0.0,1.0,Clear,10.0,48.0,7.0,2,110,112,507.2287671
1/4/2011 20:00,Spring,0.0,1.0,Clear,10.0,48.0,7.0,1,53,54,244.9287671
1/4/2011 21:00,Spring,0.0,1.0,Clear,9.0,64.0,0.0,0,48,48,206.2287671
1/4/2011 22:00,Spring,,1.0,Clear,20.0,62.0,13.0,1,34,35,163.2287671
1/4/2011 23:00,Spring,0.0,,Clear,8.0,69.0,6.0,2,9,11,72.92876712
1/5/2011 0:00,Spring,0.0,,Clear,8.0,64.0,0.0,0,6,6,25.62876712
1/5/2011 1:00,Spring,0.0,1.0,Clear,20.0,74.0,6.0,0,6,6,25.62876712
1/5/2011 2:00,Spring,0.0,1.0,Clear,7.0,74.0,13.0,0,2,2,8.428767123
1/5/2011 4:00,Spring,0.0,1.0,Clear,10.0,48.0,15.0,0,2,2,8.428767123
1/5/2011 5:00,Spring,0.0,1.0,Clear,9.0,47.0,13.0,0,3,3,12.72876712
1/5/2011 6:00,Spring,0.0,1.0,Clear,8.0,47.0,15.0,0,33,33,141.7287671
1/5/2011 7:00,Spring,0.0,1.0,Clear,7.0,43.0,13.0,1,87,88,391.1287671
1/5/2011 8:00,Spring,0.0,1.0,Clear,8.0,40.0,20.0,3,192,195,877.0287671
1/5/2011 9:00,Spring,0.0,1.0,Clear,9.0,37.0,22.0,6,109,115,571.7287671
1/5/2011 10:00,Spring,0.0,1.0,Clear,9.0,37.0,22.0,4,53,57,296.5287671
1/5/2011 11:00,Spring,0.0,,Clear,11.0,33.0,22.0,12,34,46,352.4287671
1/5/2011 12:00,Spring,0.0,1.0,Clear,11.0,33.0,13.0,5,74,79,404.0287671
1/5/2011 13:00,Spring,0.0,1.0,Clear,11.0,62.0,20.0,6,65,71,382.5287671
1/5/2011 14:00,Spring,0.0,1.0,Clear,12.0,28.0,13.0,10,52,62,395.4287671
1/5/2011 15:00,Spring,0.0,1.0,Clear,20.0,28.0,13.0,7,55,62,356.7287671
1/5/2011 16:00,Spring,0.0,,Clear,12.0,28.0,6.0,4,85,89,434.1287671
1/5/2011 17:00,Spring,0.0,1.0,Clear,20.0,62.0,13.0,4,186,190,868.4287671
1/5/2011 18:00,Spring,0.0,1.0,Clear,10.0,38.0,9.0,3,166,169,765.2287671
1/5/2011 19:00,Spring,0.0,1.0,Clear,20.0,38.0,7.0,5,127,132,631.9287671
1/5/2011 20:00,Spring,0.0,1.0,Clear,9.0,62.0,11.0,7,82,89,472.8287671
1/5/2011 21:00,Spring,0.0,1.0,Clear,8.0,62.0,13.0,3,40,43,223.4287671
1/5/2011 22:00,Spring,0.0,1.0,Clear,7.0,55.0,13.0,1,41,42,193.3287671
1/5/2011 23:00,Spring,0.0,1.0,Clear,8.0,47.0,0.0,1,18,19,94.42876712
1/6/2011 0:00,Spring,0.0,1.0,Clear,7.0,62.0,0.0,0,11,11,47.12876712
1/6/2011 1:00,Spring,0.0,1.0,Clear,7.0,62.0,13.0,0,4,4,17.02876712
1/6/2011 2:00,Spring,0.0,1.0,Clear,7.0,64.0,13.0,0,2,2,8.428767123
1/6/2011 4:00,Spring,0.0,1.0,Mist,7.0,62.0,6.0,0,1,1,4.128767123
1/6/2011 5:00,Spring,0.0,1.0,Clear,20.0,69.0,13.0,0,4,4,17.02876712
1/6/2011 6:00,Spring,0.0,1.0,Clear,6.0,63.0,7.0,0,36,36,154.6287671
1/6/2011 7:00,Spring,0.0,1.0,Mist,20.0,62.0,13.0,0,95,95,408.3287671
1/6/2011 8:00,Spring,0.0,1.0,Clear,7.0,62.0,0.0,3,216,219,980.2287671
1/6/2011 9:00,Spring,0.0,1.0,Mist,7.0,62.0,0.0,6,116,122,601.8287671
1/6/2011 10:00,Spring,0.0,1.0,Clear,8.0,47.0,13.0,3,42,45,232.0287671
1/6/2011 11:00,Spring,0.0,1.0,Clear,9.0,62.0,6.0,2,57,59,279.3287671
1/6/2011 12:00,Spring,,1.0,Clear,11.0,35.0,0.0,6,78,84,438.4287671
1/6/2011 13:00,Spring,0.0,1.0,Clear,11.0,35.0,7.0,12,55,67,442.7287671
1/6/2011 14:00,Spring,0.0,1.0,Clear,20.0,36.0,13.0,11,59,70,442.7287671
1/6/2011 15:00,Spring,0.0,1.0,Clear,11.0,36.0,13.0,8,54,62,369.6287671
1/6/2011 16:00,Spring,0.0,1.0,Clear,11.0,62.0,13.0,12,74,86,524.4287671
1/6/2011 17:00,Spring,0.0,1.0,Clear,20.0,51.0,11.0,9,163,172,855.5287671
1/6/2011 18:00,Spring,0.0,1.0,Clear,9.0,51.0,13.0,5,158,163,765.2287671
1/6/2011 19:00,Spring,0.0,1.0,Clear,9.0,55.0,6.0,3,109,112,520.1287671
1/6/2011 20:00,Spring,,1.0,Clear,8.0,51.0,11.0,3,66,69,335.2287671
1/6/2011 21:00,Spring,0.0,1.0,Mist,9.0,55.0,15.0,0,48,48,206.2287671
1/6/2011 22:00,Spring,0.0,,Clear,9.0,62.0,19.0,1,51,52,236.3287671
1/6/2011 23:00,Spring,0.0,1.0,Mist,20.0,62.0,13.0,4,19,23,150.3287671
1/7/2011 0:00,Spring,0.0,1.0,Mist,20.0,62.0,13.0,4,13,17,124.5287671
1/7/2011 1:00,Spring,,1.0,Mist,8.0,69.0,15.0,2,5,7,55.72876712
1/7/2011 2:00,Spring,0.0,1.0,Mist,8.0,69.0,15.0,0,1,1,4.128767123
1/7/2011 4:00,Spring,0.0,1.0,Clear,8.0,62.0,9.0,0,1,1,4.128767123
1/7/2011 5:00,Spring,0.0,1.0,Rainy,9.0,62.0,0.0,0,5,5,21.32876712
1/7/2011 6:00,Spring,0.0,1.0,Clear,8.0,69.0,13.0,8,26,34,249.2287671
1/7/2011 7:00,Spring,0.0,,Clear,8.0,69.0,13.0,8,76,84,464.2287671
1/7/2011 8:00,Spring,0.0,1.0,Clear,8.0,51.0,13.0,20,190,210,1160.828767
1/7/2011 9:00,Spring,0.0,1.0,Clear,8.0,47.0,20.0,9,125,134,692.1287671
1/7/2011 10:00,Spring,0.0,1.0,Clear,20.0,62.0,22.0,16,47,63,477.1287671
1/7/2011 11:00,Spring,0.0,1.0,Mist,8.0,40.0,13.0,19,48,67,533.0287671
1/7/2011 12:00,Spring,0.0,1.0,Clear,20.0,62.0,17.0,9,50,59,369.6287671
1/7/2011 13:00,Spring,0.0,1.0,Mist,8.0,37.0,19.0,9,64,73,429.8287671
1/7/2011 14:00,Spring,0.0,1.0,Mist,8.0,40.0,17.0,7,43,50,305.1287671
1/7/2011 15:00,Spring,0.0,1.0,Mist,8.0,37.0,11.0,9,63,72,425.5287671
1/7/2011 16:00,Spring,0.0,1.0,Mist,8.0,37.0,11.0,5,82,87,438.4287671
1/7/2011 17:00,Spring,0.0,,Mist,8.0,37.0,13.0,9,178,187,920.0287671
1/7/2011 18:00,Spring,0.0,1.0,Clear,20.0,40.0,6.0,7,116,123,619.0287671
1/7/2011 19:00,Spring,0.0,1.0,Clear,7.0,55.0,6.0,3,92,95,447.0287671
1/7/2011 20:00,Spring,0.0,1.0,Clear,7.0,47.0,7.0,1,50,51,232.0287671
1/7/2011 21:00,Spring,0.0,1.0,Clear,20.0,62.0,9.0,0,39,39,167.5287671
1/7/2011 22:00,Spring,0.0,1.0,Clear,7.0,62.0,13.0,2,34,36,180.4287671
1/7/2011 23:00,Spring,0.0,1.0,Mist,7.0,62.0,13.0,1,14,15,77.22876712
1/8/2011 0:00,Spring,0.0,0.0,Mist,20.0,51.0,11.0,1,24,25,120.2287671
1/8/2011 1:00,Spring,,0.0,Mist,7.0,55.0,6.0,1,15,16,81.52876712
1/8/2011 2:00,Spring,,0.0,Mist,7.0,55.0,0.0,3,13,16,107.3287671
1/8/2011 3:00,Spring,0.0,0.0,Rainy,7.0,55.0,11.0,0,7,7,29.92876712
1/8/2011 4:00,Spring,0.0,0.0,Rainy,7.0,55.0,11.0,0,1,1,4.128767123
1/8/2011 5:00,Spring,0.0,0.0,Clear,20.0,62.0,13.0,0,5,5,21.32876712
1/8/2011 6:00,Spring,0.0,0.0,Clear,20.0,74.0,11.0,0,2,2,8.428767123
1/8/2011 7:00,Spring,0.0,0.0,Mist,7.0,74.0,7.0,1,8,9,51.42876712
1/8/2011 8:00,Spring,0.0,0.0,Rainy,7.0,93.0,7.0,0,15,15,64.32876712
1/8/2011 9:00,Spring,0.0,,Rainy,7.0,93.0,7.0,0,20,20,85.82876712
1/8/2011 10:00,Spring,0.0,0.0,Mist,7.0,80.0,11.0,5,56,61,326.6287671
1/8/2011 11:00,Spring,0.0,0.0,Mist,8.0,69.0,13.0,2,60,62,292.2287671
1/8/2011 12:00,Spring,0.0,0.0,Mist,8.0,59.0,13.0,8,90,98,524.4287671
1/8/2011 13:00,Spring,0.0,0.0,Clear,8.0,62.0,22.0,7,95,102,528.7287671
1/8/2011 14:00,Spring,0.0,0.0,Clear,8.0,62.0,13.0,12,83,95,563.1287671
1/8/2011 15:00,Spring,0.0,0.0,Clear,20.0,32.0,30.0,5,69,74,382.5287671
1/8/2011 16:00,Spring,,0.0,Clear,7.0,62.0,13.0,8,68,76,429.8287671
1/8/2011 17:00,Spring,0.0,0.0,Clear,20.0,62.0,37.0,5,64,69,361.0287671
1/8/2011 18:00,Spring,0.0,0.0,Clear,6.0,39.0,13.0,3,52,55,275.0287671
1/8/2011 19:00,Spring,0.0,0.0,Clear,20.0,62.0,17.0,4,26,30,180.4287671
1/8/2011 20:00,Spring,0.0,0.0,Clear,5.0,36.0,13.0,0,28,28,120.2287671
1/8/2011 21:00,Spring,0.0,0.0,Clear,5.0,62.0,24.0,2,35,37,184.7287671
1/8/2011 22:00,Spring,0.0,0.0,Clear,5.0,62.0,26.0,1,33,34,158.9287671
1/8/2011 23:00,Spring,,0.0,Clear,4.0,39.0,30.0,0,22,22,94.42876712
1/9/2011 0:00,Spring,0.0,0.0,Clear,20.0,42.0,13.0,1,24,25,120.2287671
1/9/2011 1:00,Spring,0.0,0.0,Clear,4.0,42.0,31.0,0,12,12,51.42876712
1/9/2011 2:00,Spring,0.0,0.0,Clear,4.0,62.0,13.0,0,11,11,47.12876712
1/9/2011 3:00,Spring,0.0,0.0,Clear,20.0,46.0,28.0,0,4,4,17.02876712
1/9/2011 4:00,Spring,0.0,0.0,Clear,3.0,53.0,13.0,0,1,1,4.128767123
1/9/2011 5:00,Spring,0.0,0.0,Clear,3.0,62.0,13.0,0,1,1,4.128767123
1/9/2011 6:00,Spring,0.0,0.0,Clear,4.0,62.0,13.0,0,1,1,4.128767123
1/9/2011 7:00,Spring,0.0,0.0,Clear,3.0,53.0,13.0,1,5,6,38.52876712
1/9/2011 8:00,Spring,0.0,0.0,Clear,20.0,62.0,13.0,0,10,10,42.82876712
1/9/2011 9:00,Spring,,0.0,Clear,20.0,62.0,35.0,0,19,19,81.52876712
1/9/2011 10:00,Spring,0.0,,Clear,6.0,43.0,26.0,0,49,49,210.5287671
1/9/2011 11:00,Spring,0.0,0.0,Clear,7.0,40.0,35.0,2,47,49,236.3287671
1/9/2011 12:00,Spring,0.0,0.0,Clear,7.0,37.0,30.0,4,79,83,408.3287671
1/9/2011 13:00,Spring,0.0,0.0,Clear,8.0,34.0,30.0,6,69,75,399.7287671
1/9/2011 14:00,Spring,0.0,0.0,Clear,20.0,32.0,31.0,8,64,72,412.6287671
1/9/2011 15:00,Spring,0.0,,Clear,9.0,62.0,13.0,5,77,82,416.9287671
1/9/2011 16:00,Spring,,0.0,Clear,8.0,34.0,30.0,13,79,92,563.1287671
1/9/2011 17:00,Spring,0.0,0.0,Clear,7.0,37.0,13.0,3,59,62,305.1287671
1/9/2011 18:00,Spring,,0.0,Clear,20.0,40.0,22.0,4,44,48,257.8287671
1/9/2011 19:00,Spring,0.0,,Clear,7.0,62.0,22.0,1,40,41,189.0287671
1/9/2011 20:00,Spring,0.0,0.0,Clear,6.0,46.0,17.0,0,38,38,163.2287671
1/9/2011 21:00,Spring,0.0,0.0,Clear,6.0,62.0,28.0,1,19,20,98.72876712
1/9/2011 22:00,Spring,0.0,0.0,Clear,20.0,46.0,20.0,5,10,15,128.8287671
1/9/2011 23:00,Spring,0.0,,Clear,5.0,62.0,13.0,0,6,6,25.62876712
1/10/2011 0:00,Spring,0.0,1.0,Clear,20.0,62.0,19.0,2,3,5,47.12876712
1/10/2011 1:00,Spring,0.0,1.0,Clear,5.0,50.0,19.0,1,0,1,17.02876712
1/10/2011 2:00,Spring,0.0,1.0,Clear,5.0,50.0,15.0,0,3,3,12.72876712
1/10/2011 3:00,Spring,0.0,1.0,Clear,5.0,62.0,13.0,0,1,1,4.128767123
1/10/2011 4:00,Spring,0.0,,Clear,4.0,54.0,13.0,1,2,3,25.62876712
1/10/2011 5:00,Spring,0.0,1.0,Clear,4.0,54.0,17.0,0,3,3,12.72876712
1/10/2011 6:00,Spring,0.0,1.0,Clear,20.0,50.0,19.0,0,31,31,133.1287671
1/10/2011 7:00,Spring,0.0,,Clear,20.0,50.0,15.0,2,75,77,356.7287671
1/10/2011 8:00,Spring,,1.0,Mist,5.0,50.0,13.0,4,184,188,859.8287671
1/10/2011 9:00,Spring,0.0,1.0,Mist,20.0,62.0,13.0,2,92,94,429.8287671
1/10/2011 10:00,Spring,,1.0,Mist,6.0,50.0,20.0,0,31,31,133.1287671
1/10/2011 11:00,Spring,0.0,,Clear,20.0,62.0,13.0,2,28,30,154.6287671
1/10/2011 12:00,Spring,0.0,,Mist,8.0,62.0,19.0,5,47,52,287.9287671
1/10/2011 13:00,Spring,0.0,1.0,Mist,20.0,62.0,19.0,4,50,54,283.6287671
1/10/2011 14:00,Spring,0.0,1.0,Mist,20.0,62.0,15.0,0,47,47,201.9287671
1/10/2011 15:00,Spring,0.0,1.0,Mist,8.0,40.0,13.0,2,43,45,219.1287671
1/10/2011 16:00,Winter,0.0,1.0,Clear,20.0,62.0,9.0,4,70,74,369.6287671
1/10/2011 17:00,Spring,0.0,1.0,Clear,8.0,40.0,13.0,4,174,178,816.8287671
1/10/2011 18:00,Spring,0.0,1.0,Clear,8.0,40.0,15.0,1,154,155,679.2287671
1/10/2011 19:00,Spring,0.0,1.0,Clear,7.0,47.0,11.0,3,92,95,447.0287671
1/10/2011 20:00,Spring,0.0,1.0,Clear,7.0,50.0,11.0,1,73,74,330.9287671
1/10/2011 21:00,Spring,0.0,,Clear,6.0,59.0,13.0,1,37,38,176.1287671
1/10/2011 22:00,Spring,0.0,1.0,Clear,6.0,59.0,13.0,2,22,24,128.8287671
1/10/2011 23:00,Spring,0.0,1.0,Clear,6.0,62.0,13.0,0,18,18,77.22876712
1/11/2011 0:00,Spring,0.0,1.0,Clear,6.0,62.0,7.0,2,10,12,77.22876712
1/11/2011 1:00,Spring,0.0,1.0,Clear,6.0,62.0,13.0,0,3,3,12.72876712
1/11/2011 2:00,Spring,0.0,1.0,Clear,20.0,62.0,13.0,0,3,3,12.72876712
1/11/2011 5:00,Spring,0.0,,Mist,20.0,55.0,13.0,0,6,6,25.62876712
1/11/2011 6:00,Spring,0.0,1.0,Mist,7.0,55.0,13.0,0,27,27,115.9287671
1/11/2011 7:00,Spring,0.0,1.0,Mist,7.0,55.0,13.0,2,97,99,451.3287671
1/11/2011 8:00,Spring,0.0,1.0,Mist,7.0,62.0,6.0,3,214,217,971.6287671
1/11/2011 9:00,Spring,,1.0,Mist,7.0,51.0,11.0,3,127,130,597.5287671
1/11/2011 10:00,Spring,,1.0,Clear,8.0,51.0,11.0,3,51,54,270.7287671
1/11/2011 11:00,Spring,0.0,1.0,Mist,8.0,47.0,13.0,4,31,35,201.9287671
1/11/2011 12:00,Spring,0.0,1.0,Clear,8.0,51.0,7.0,2,55,57,270.7287671
1/11/2011 13:00,Winter,0.0,1.0,Mist,8.0,62.0,6.0,6,46,52,300.8287671
1/11/2011 14:00,Spring,0.0,1.0,Mist,8.0,59.0,13.0,3,60,63,309.4287671
1/11/2011 15:00,Spring,0.0,1.0,Clear,7.0,80.0,6.0,2,45,47,227.7287671
1/11/2011 16:00,Spring,0.0,1.0,Mist,7.0,86.0,13.0,4,72,76,378.2287671
1/11/2011 17:00,Spring,0.0,,Clear,7.0,62.0,15.0,6,130,136,662.0287671
1/11/2011 18:00,Spring,,1.0,Clear,7.0,62.0,7.0,1,94,95,421.2287671
1/11/2011 19:00,Spring,0.0,1.0,Clear,20.0,62.0,13.0,0,51,51,219.1287671
1/11/2011 20:00,Spring,0.0,1.0,Rainy,7.0,93.0,13.0,0,32,32,137.4287671
1/11/2011 21:00,Spring,0.0,1.0,Rainy,7.0,62.0,13.0,0,20,20,85.82876712
1/11/2011 22:00,Spring,0.0,1.0,Rainy,7.0,93.0,7.0,1,28,29,137.4287671
1/11/2011 23:00,Spring,0.0,,Rainy,7.0,93.0,13.0,1,18,19,94.42876712
1/12/2011 0:00,Spring,0.0,1.0,Clear,7.0,86.0,6.0,0,7,7,29.92876712
1/12/2011 1:00,Spring,0.0,1.0,Mist,20.0,86.0,7.0,0,6,6,25.62876712
1/12/2011 2:00,Spring,0.0,1.0,Clear,6.0,86.0,13.0,0,1,1,4.128767123
1/12/2011 5:00,Spring,0.0,1.0,Clear,20.0,86.0,13.0,0,5,5,21.32876712
1/12/2011 6:00,Spring,0.0,,Clear,5.0,93.0,13.0,0,16,16,68.62876712
1/12/2011 7:00,Winter,0.0,1.0,Clear,6.0,69.0,9.0,0,54,54,232.0287671
1/12/2011 8:00,Spring,0.0,1.0,Clear,7.0,59.0,13.0,3,125,128,588.9287671
1/12/2011 9:00,Spring,0.0,1.0,Clear,7.0,59.0,22.0,3,78,81,386.8287671
1/12/2011 10:00,Spring,0.0,1.0,Clear,7.0,55.0,13.0,0,39,39,167.5287671
1/12/2011 11:00,Spring,0.0,1.0,Clear,8.0,62.0,26.0,3,32,35,189.0287671
1/12/2011 12:00,Spring,0.0,1.0,Clear,8.0,62.0,13.0,3,52,55,275.0287671
1/12/2011 13:00,Spring,0.0,,Clear,9.0,44.0,13.0,0,49,49,210.5287671
1/12/2011 14:00,Spring,0.0,1.0,Clear,20.0,47.0,22.0,0,44,44,189.0287671
1/12/2011 15:00,Spring,0.0,1.0,Clear,8.0,47.0,28.0,1,48,49,223.4287671
1/12/2011 16:00,Spring,0.0,,Clear,9.0,44.0,22.0,5,63,68,356.7287671
1/12/2011 17:00,Spring,0.0,1.0,Clear,8.0,47.0,13.0,0,139,139,597.5287671
1/12/2011 18:00,Spring,0.0,1.0,Clear,8.0,47.0,35.0,2,135,137,614.7287671
1/12/2011 19:00,Spring,0.0,1.0,Clear,20.0,47.0,13.0,1,82,83,369.6287671
1/12/2011 20:00,Winter,,,Clear,7.0,50.0,13.0,2,54,56,266.4287671
1/12/2011 21:00,Spring,0.0,,Clear,7.0,55.0,13.0,0,57,57,244.9287671
1/12/2011 22:00,Spring,0.0,1.0,Clear,7.0,55.0,30.0,1,32,33,154.6287671
